rule,results_min5_iters74.txt,results_min5_iters500.txt
UH --> op,0.000354284,0.000354276
UH --> ouch,0.000121846,0.000121843
UH --> ouchie,1.38435e-09,1.38432e-09
UH --> ow,0.0002965,0.000296464
UH --> owie,0.000167859,0.000167859
UH --> oy,1.38435e-09,1.38432e-09
UH --> oyoyoyoyoyoyoyoy,1.38435e-09,1.38432e-09
UH --> pbth,0.000168231,0.000168227
UH --> pbthpbthpbth,3.04924e-05,3.04917e-05
UH --> peekaboo,0.000158409,0.000158731
UH --> peep,7.46442e-05,7.46416e-05
UH --> pfuhh,3.04924e-05,3.04917e-05
UH --> pie,1.38622e-09,1.38623e-09
UH --> please,0.00019659,0.00019859
UH --> poo,2.71554e-05,2.71905e-05
UH --> pop,1.38616e-09,1.3861e-09
UH --> presto,1.38435e-09,1.38432e-09
UH --> psst,1.38435e-09,1.38432e-09
UH --> puff,0.000126117,0.000125906
UH --> quack,0.000913122,0.000913101
UH --> rarr,3.04924e-05,3.04917e-05
UH --> really,0.000144079,0.000144275
UH --> rearr,1.38435e-09,1.38432e-09
UH --> ribbit,7.56841e-05,7.56823e-05
UH --> right,0.000842957,0.000821807
UH --> ring,1.38616e-09,1.38613e-09
UH --> rmm,1.38435e-09,1.38432e-09
UH --> roar,3.04901e-05,3.04893e-05
UH --> rowr,1.38435e-09,1.38432e-09
UH --> rrrr,1.38435e-09,1.38432e-09
UH --> ruff,0.000261209,0.000261203
UH --> rum,3.04924e-05,3.04917e-05
UH --> rumppity,3.04924e-05,3.04917e-05
UH --> sagwa,7.56841e-05,7.56823e-05
UH --> say,0.0162453,0.0162374
UH --> see,0.0266614,0.0266406
UH --> shah,1.38435e-09,1.38432e-09
UH --> shh,1.38435e-09,1.38432e-09
UH --> shoo,0.000307733,0.000307726
UH --> shoot,4.33708e-05,4.3083e-05
UH --> shush,1.38435e-09,1.38432e-09
UH --> silliness,1.38435e-09,1.38432e-09
UH --> sir,0.000455941,0.000456113
UH --> snap,2.16695e-05,2.14014e-05
UH --> sniff,7.56841e-05,7.56823e-05
UH --> snort,1.38475e-09,1.38469e-09
UH --> so,0.00513086,0.00511996
UH --> sorry,1.38835e-09,1.38848e-09
UH --> splash,5.50207e-05,5.46333e-05
UH --> squeak,1.38714e-09,1.3871e-09
UH --> squelsh,0.000168231,0.000168227
UH --> squish,7.88887e-05,7.88565e-05
UH --> squishy,1.38508e-09,1.38503e-09
UH --> ssh,0.000121846,0.000121843
UH --> strum,7.56841e-05,7.56823e-05
UH --> sure,0.00100127,0.00100625
UH --> surprise,1.38465e-09,1.38462e-09
UH --> sweetie,1.38717e-09,1.38707e-09
UH --> tee,1.38435e-09,1.38432e-09
UH --> thank,0.00308657,0.00308283
UH --> thanks,0.000207417,0.00020732
UH --> that,0.231535,0.23158
UH --> then,0.00566761,0.00572914
UH --> theo,0.00061021,0.000610648
UH --> there,0.0387375,0.038481
UH --> though,1.38606e-09,1.38599e-09
UH --> tickle,1.38765e-09,1.38762e-09
UH --> ticktock,1.38435e-09,1.38432e-09
UH --> ting,1.38435e-09,1.38432e-09
UH --> too,9.61811e-05,9.51167e-05
UH --> toot,3.04919e-05,3.04912e-05
UH --> tootaloo,1.38435e-09,1.38432e-09
UH --> trot,0.000166975,0.00016695
UH --> tsk,7.56841e-05,7.56823e-05
UH --> tweet,0.00011816,0.000118157
UH --> ububububububub,1.38435e-09,1.38432e-09
UH --> ugabugabugabuga,1.38435e-09,1.38432e-09
UH --> ugh,1.38435e-09,1.38432e-09
UH --> uh,1.38435e-09,1.38432e-09
UH --> uhhuh,0.00100628,0.00100626
UH --> uhoh,0.00277278,0.00277331
UH --> uhuh,0.00133234,0.00133231
UH --> umf,3.04924e-05,3.04917e-05
UH --> ummhm,3.04924e-05,3.04917e-05
UH --> umumum,1.38435e-09,1.38432e-09
UH --> umyumyumyumyum,1.38435e-09,1.38432e-09
UH --> umyumyumyumyumyumyum,1.38435e-09,1.38432e-09
UH --> unh,3.04924e-05,3.04917e-05
UH --> uzzybuzzybuzz,1.38435e-09,1.38432e-09
UH --> voom,1.38435e-09,1.38432e-09
UH --> voop,1.38435e-09,1.38432e-09
UH --> vroom,0.000168231,0.000168227
UH --> wee,1.39726e-09,1.39758e-09
UH --> well,0.0561514,0.0563749
UH --> welp,3.04924e-05,3.04917e-05
UH --> whack,3.04924e-05,3.04917e-05
UH --> whee,0.000168231,0.000168227
UH --> whiz,1.38435e-09,1.38432e-09
UH --> whoa,0.00113095,0.00113142
UH --> whoo,7.56841e-05,7.56823e-05
UH --> whoop,0.0002147,0.000214695
UH --> whoops,0.00123918,0.00123915
UH --> whshoo,1.38435e-09,1.38432e-09
UH --> whu,1.38435e-09,1.38432e-09
UH --> why,0.0435316,0.0435028
UH --> woah,0.000121846,0.000121843
UH --> woawoawoah,1.38435e-09,1.38432e-09
UH --> woo,1.38435e-09,1.38432e-09
UH --> wooao,1.38435e-09,1.38432e-09
UH --> woof,7.56841e-05,7.56823e-05
UH --> woosh,1.38435e-09,1.38432e-09
UH --> wow,0.00151866,0.00151862
UH --> wshew,1.38435e-09,1.38432e-09
UH --> wup,1.38435e-09,1.38432e-09
UH --> yah,1.38435e-09,1.38432e-09
UH --> yay,0.000787507,0.000786762
UH --> yeah,0.0608806,0.06085
UH --> yep,0.00161182,0.00161178
UH --> yes,0.0324435,0.0324532
UH --> yo,1.38435e-09,1.38432e-09
UH --> yoohoo,1.38435e-09,1.38432e-09
UH --> youch,1.38435e-09,1.38432e-09
UH --> yububububububububu,3.04924e-05,3.04917e-05
UH --> yuck,0.00016823,0.000168226
UH --> yucka,3.04885e-05,3.04878e-05
UH --> yucky,1.38457e-09,1.38453e-09
UH --> yum,0.000510476,0.000510195
UH --> yup,0.0009597,0.000959678
UH --> zam,7.56841e-05,7.56823e-05
UH --> zoo,1.38439e-09,1.38436e-09
UH --> zoom,8.71792e-05,8.71066e-05
UH --> zoop,1.38435e-09,1.38432e-09
UH --> zzz,1.3851e-09,1.38506e-09
VB --> 's,0.0242511,0.0243606
VB --> 've,0.00197673,0.00197579
VB --> a,0.00179677,0.00179103
VB --> absorb,2.5626e-05,2.55913e-05
VB --> accept,1.03245e-05,1.03105e-05
VB --> ache,1.05349e-05,1.05322e-05
VB --> act,0.000214555,0.000214264
VB --> activate,1.03245e-05,1.03105e-05
VB --> add,0.00013572,0.000135536
VB --> adjust,2.5626e-05,2.55913e-05
VB --> admire,1.03245e-05,1.03105e-05
VB --> advertise,4.6873e-10,4.68095e-10
VB --> affect,1.03245e-05,1.03105e-05
VB --> age,1.67815e-05,1.67626e-05
VB --> aggravate,1.03245e-05,1.03105e-05
VB --> agree,1.03245e-05,1.03105e-05
VB --> aim,2.5626e-05,2.55913e-05
VB --> allow,0.00013572,0.000135536
VB --> alright,0.000857516,0.000856838
VB --> amaz,2.5626e-05,2.55913e-05
VB --> amus,1.03245e-05,1.03105e-05
VB --> annoy,1.03245e-05,1.03105e-05
VB --> answer,0.000131021,0.000131443
VB --> appear,4.6873e-10,4.68095e-10
VB --> appreciate,4.1256e-05,4.12002e-05
VB --> are,0.0403806,0.0402665
VB --> argue,2.5626e-05,2.55913e-05
VB --> armor,2.5626e-05,2.55913e-05
VB --> arrange,1.03245e-05,1.03105e-05
VB --> arrive,2.5626e-05,2.55913e-05
VB --> ask,0.00278226,0.00279041
VB --> assume,1.07538e-05,1.0738e-05
VB --> attach,0.000277634,0.000277258
VB --> attempt,4.6873e-10,4.68095e-10
VB --> attract,2.5626e-05,2.55913e-05
VB --> avoid,4.6873e-10,4.68095e-10
VB --> babble,1.03245e-05,1.03105e-05
VB --> babysit,1.03245e-05,1.03105e-05
VB --> back,0.000667023,0.000671179
VB --> bail,1.03245e-05,1.03105e-05
VB --> bak,2.5626e-05,2.55913e-05
VB --> bake,7.26955e-05,7.25971e-05
VB --> balanc,2.5626e-05,2.55913e-05
VB --> balance,6.90976e-05,6.87777e-05
VB --> baldie,4.70372e-10,4.69794e-10
VB --> band,4.6882e-10,4.68185e-10
VB --> bang,0.000881637,0.000877645
VB --> barbecue,2.32163e-05,2.32327e-05
VB --> bark,7.26955e-05,7.25971e-05
VB --> base,2.56258e-05,2.55911e-05
VB --> bash,1.03245e-05,1.03105e-05
VB --> bath,0.000229708,0.000227684
VB --> bathe,1.03245e-05,1.03105e-05
VB --> bawl,1.03245e-05,1.03105e-05
VB --> be,0.00954397,0.00954264
VB --> beat,0.000246093,0.00024576
VB --> become,5.28377e-05,5.24736e-05
VB --> been,0.00192435,0.00193075
VB --> begin,0.000104196,0.000104055
VB --> beginn,0.000246094,0.000245761
VB --> behave,2.5626e-05,2.55913e-05
VB --> believe,0.0001243,0.000124188
VB --> belong,0.000753576,0.000753394
VB --> bend,0.000466889,0.000466257
VB --> bet,0.000539875,0.00054126
VB --> bib,1.68836e-05,1.68921e-05
VB --> bin,4.69185e-10,4.68551e-10
VB --> birdfeed,1.10346e-05,1.09865e-05
VB --> bit,9.20973e-05,9.24723e-05
VB --> bite,0.00116363,0.00116213
VB --> blame,0.000119958,0.000119795
VB --> blast,2.5626e-05,2.55913e-05
VB --> bleed,5.65404e-05,5.63319e-05
VB --> bless,8.84428e-05,8.83231e-05
VB --> blink,7.26955e-05,7.25971e-05
VB --> block,1.26183e-05,1.25876e-05
VB --> blow,0.00127472,0.00127853
VB --> board,2.78603e-05,2.7803e-05
VB --> boat,1.93099e-05,1.99539e-05
VB --> bob,0.000247458,0.000247163
VB --> boil,0.00013572,0.000135536
VB --> bonk,4.74916e-10,4.74289e-10
VB --> book,4.56421e-05,4.54373e-05
VB --> bop,1.03245e-05,1.03105e-05
VB --> bor,2.5626e-05,2.55913e-05
VB --> borrow,0.000104989,0.000104496
VB --> bother,0.00037226,0.000371756
VB --> bounce,0.000261863,0.000261509
VB --> bow,1.19319e-05,1.19126e-05
VB --> bowl,0.000146191,0.000145804
VB --> box,8.61734e-05,8.59631e-05
VB --> braid,1.1275e-05,1.12677e-05
VB --> bread,6.32222e-05,6.29026e-05
VB --> break,0.00191225,0.00191499
VB --> break_dance,4.6873e-10,4.68095e-10
VB --> breath,5.39814e-05,5.4355e-05
VB --> breathe,2.5626e-05,2.55913e-05
VB --> bribe,4.68827e-10,4.68194e-10
VB --> bring,0.00393683,0.0039496
VB --> brush,0.000322777,0.000322457
VB --> buckle,1.86293e-05,1.85703e-05
VB --> build,0.00133695,0.00135257
VB --> bulldoze,4.6873e-10,4.68095e-10
VB --> bump,0.000353977,0.000353097
VB --> bundle,4.6873e-10,4.68095e-10
VB --> burn,0.000577293,0.000576512
VB --> burp,6.83541e-05,6.82467e-05
VB --> bury,8.8443e-05,8.83233e-05
VB --> bust,2.5626e-05,2.55913e-05
VB --> butter,4.70225e-10,4.69583e-10
VB --> button,3.67567e-05,3.65711e-05
VB --> buy,0.00119089,0.0011957
VB --> buzz,1.10599e-05,1.10532e-05
VB --> cage,4.69568e-10,4.68934e-10
VB --> call,0.00656097,0.0065561
VB --> calm,2.5626e-05,2.55913e-05
VB --> camp,0.00026053,0.000258181
VB --> can,0.0346004,0.0345313
VB --> cancel,2.5626e-05,2.55913e-05
VB --> capture,1.03245e-05,1.03105e-05
VB --> carb,1.03245e-05,1.03105e-05
VB --> care,0.000176588,0.000176958
VB --> carry,0.00107574,0.0010769
VB --> catch,0.000737869,0.000750484
VB --> cause,0.000187541,0.000187353
VB --> celebrate,2.5626e-05,2.55913e-05
VB --> chalk,4.70641e-10,4.70141e-10
VB --> change,0.000642783,0.000644788
VB --> charge,1.05259e-05,1.04967e-05
VB --> chase,0.000565651,0.000567307
VB --> cheat,7.26955e-05,7.25971e-05
VB --> check,0.000561352,0.000560511
VB --> cheer,4.6987e-10,4.69194e-10
VB --> chew,0.00137182,0.00136881
VB --> chip,4.6876e-10,4.68125e-10
VB --> chirp,4.6873e-10,4.68095e-10
VB --> choke,5.98659e-05,5.97915e-05
VB --> chomp,1.03245e-05,1.03105e-05
VB --> choose,7.26948e-05,7.25964e-05
VB --> chop,0.000114368,0.000114277
VB --> clap,0.000109132,0.00010924
VB --> clapp,1.03245e-05,1.03105e-05
VB --> clean,0.000827621,0.000827923
VB --> clear,4.82527e-10,4.81494e-10
VB --> click,1.82829e-05,1.81178e-05
VB --> climb,0.00105297,0.00105195
VB --> clip,4.72124e-10,4.71478e-10
VB --> clobber,1.03245e-05,1.03105e-05
VB --> clonke,2.5626e-05,2.55913e-05
VB --> clos,7.26955e-05,7.25971e-05
VB --> close,0.0015631,0.0015704
VB --> cloth,1.26925e-05,1.2652e-05
VB --> cloud,4.68777e-10,4.68142e-10
VB --> cluck,1.04532e-05,1.04392e-05
VB --> clutch,4.6873e-10,4.68095e-10
VB --> coat,6.02867e-05,6.05103e-05
VB --> collapse,1.03245e-05,1.03105e-05
VB --> collect,4.1256e-05,4.12002e-05
VB --> color,0.0021794,0.00218379
VB --> comb,0.000331766,0.00033355
VB --> come,0.0119619,0.0120086
VB --> command,1.03245e-05,1.03105e-05
VB --> compare,4.1256e-05,4.12002e-05
VB --> complain,1.03245e-05,1.03105e-05
VB --> complicat,5.69616e-05,5.68845e-05
VB --> concentrat,1.03245e-05,1.03105e-05
VB --> concentrate,5.69616e-05,5.68845e-05
VB --> concern,1.03245e-05,1.03105e-05
VB --> confus,0.00013572,0.000135536
VB --> confuse,4.1256e-05,4.12002e-05
VB --> connect,7.26955e-05,7.25971e-05
VB --> consider,1.03245e-05,1.03105e-05
VB --> contemplate,4.6873e-10,4.68095e-10
VB --> continue,2.5626e-05,2.55913e-05
VB --> control,4.68872e-10,4.68244e-10
VB --> convinc,1.03245e-05,1.03105e-05
VB --> convince,2.5626e-05,2.55913e-05
VB --> cook,0.00159082,0.00159537
VB --> cool,0.00016268,0.000162389
VB --> copy,4.1256e-05,4.12002e-05
VB --> corrupt,1.03245e-05,1.03105e-05
VB --> cost,4.7287e-10,4.72212e-10
VB --> cough,5.88816e-05,5.8187e-05
VB --> counsel,1.03245e-05,1.03105e-05
VB --> count,0.000608758,0.000607511
VB --> cover,0.000700533,0.000699499
VB --> crack,0.000337873,0.000337218
VB --> cradle,4.70587e-10,4.69955e-10
VB --> crash,9.49571e-05,9.4808e-05
VB --> crawl,0.000482661,0.000482008
VB --> crayon,4.69315e-10,4.68681e-10
VB --> create,1.03245e-05,1.03105e-05
VB --> creep,1.03245e-05,1.03105e-05
VB --> crinkle,1.03245e-05,1.03105e-05
VB --> crisp,1.03245e-05,1.03105e-05
VB --> crochet,1.03245e-05,1.03105e-05
VB --> crook,0.000201107,0.000200877
VB --> cross,0.000209444,0.000209444
VB --> crow,1.76391e-05,1.739e-05
VB --> crowd,0.000104198,0.000104057
VB --> crumble,1.03245e-05,1.03105e-05
VB --> crunch,4.12538e-05,4.11981e-05
VB --> cry,0.00198566,0.00198262
VB --> cuddle,0.00013572,0.000135536
VB --> cultur,2.5626e-05,2.55913e-05
VB --> curl,7.85092e-05,7.81535e-05
VB --> curv,1.03245e-05,1.03105e-05
VB --> cut,0.00196812,0.00197312
VB --> cutt,1.03245e-05,1.03105e-05
VB --> damn,1.02046e-05,1.02181e-05
VB --> danc,0.000183018,0.00018277
VB --> dance,0.00102227,0.00101987
VB --> dangle,1.03245e-05,1.03105e-05
VB --> dare,1.03245e-05,1.03105e-05
VB --> darl,0.000183018,0.00018277
VB --> darle,1.03245e-05,1.03105e-05
VB --> darn,4.68745e-10,4.6811e-10
VB --> dash,2.5626e-05,2.55913e-05
VB --> decide,0.000198786,0.000198517
VB --> decorate,4.1256e-05,4.12002e-05
VB --> defeat,2.5626e-05,2.55913e-05
VB --> deflate,1.03245e-05,1.03105e-05
VB --> defrost,1.03245e-05,1.03105e-05
VB --> delay,1.03245e-05,1.03105e-05
VB --> deprive,4.6873e-10,4.68095e-10
VB --> describe,1.03245e-05,1.03105e-05
VB --> design,4.30612e-05,4.29847e-05
VB --> destroy,1.03245e-05,1.03105e-05
VB --> determin,4.1256e-05,4.12002e-05
VB --> develop,1.03245e-05,1.03105e-05
VB --> dial,4.60781e-05,4.63258e-05
VB --> diaper,4.69482e-10,4.68848e-10
VB --> did,0.0310943,0.0310654
VB --> die,0.000214554,0.000214264
VB --> dig,0.000309175,0.000308757
VB --> digg,1.03245e-05,1.03105e-05
VB --> din,0.000119958,0.000119795
VB --> dip,4.83804e-05,4.8803e-05
VB --> dirty,0.000336379,0.000336229
VB --> disappear,0.00013572,0.000135536
VB --> disappoint,4.6873e-10,4.68095e-10
VB --> discipline,1.03245e-05,1.03105e-05
VB --> discourage,4.6873e-10,4.68095e-10
VB --> discover,1.03245e-05,1.03105e-05
VB --> discuss,4.6873e-10,4.68095e-10
VB --> disgust,4.1256e-05,4.12002e-05
VB --> dish,4.699e-10,4.69258e-10
VB --> display,1.03245e-05,1.03105e-05
VB --> dissolve,2.5626e-05,2.55913e-05
VB --> disturb,1.03245e-05,1.03105e-05
VB --> div,2.5626e-05,2.55913e-05
VB --> dive,1.03245e-05,1.03105e-05
VB --> divide,1.03245e-05,1.03105e-05
VB --> do,0.0644673,0.064389
VB --> does,0.00963756,0.00962756
VB --> doin,4.6873e-10,4.68095e-10
VB --> dolle,1.03245e-05,1.03105e-05
VB --> donate,1.03245e-05,1.03105e-05
VB --> done,0.000310832,0.000309213
VB --> dott,4.1256e-05,4.12002e-05
VB --> double,4.68745e-10,4.68111e-10
VB --> doubt,2.04437e-05,2.03477e-05
VB --> drag,2.5626e-05,2.55913e-05
VB --> drank,0.000120626,0.000120802
VB --> drape,5.69616e-05,5.68845e-05
VB --> draw,0.00148264,0.00148923
VB --> dream,0.000246721,0.000246448
VB --> dress,0.00152723,0.00152073
VB --> dribble,1.03245e-05,1.03105e-05
VB --> drill,7.94086e-05,8.16913e-05
VB --> drink,0.00199033,0.00200078
VB --> drip,0.000138114,0.000137861
VB --> dripp,1.03245e-05,1.03105e-05
VB --> drive,0.000947214,0.000964424
VB --> drool,4.1254e-05,4.11981e-05
VB --> drop,0.00131625,0.00131516
VB --> drown,7.26955e-05,7.25971e-05
VB --> drum,4.6905e-10,4.68415e-10
VB --> dry,0.000550714,0.000552362
VB --> duck,9.24523e-05,9.27057e-05
VB --> duckl,1.03245e-05,1.03105e-05
VB --> duckle,1.03245e-05,1.03105e-05
VB --> dump,0.000310286,0.000311005
VB --> dunk,7.26955e-05,7.25971e-05
VB --> dust,1.07252e-05,1.07108e-05
VB --> dye,2.5626e-05,2.55913e-05
VB --> earr,0.00013572,0.000135536
VB --> eat,0.0160942,0.0161104
VB --> electrocute,1.03245e-05,1.03105e-05
VB --> embarrass,4.6873e-10,4.68095e-10
VB --> empty,9.52988e-05,0.000103676
VB --> encourage,1.03245e-05,1.03105e-05
VB --> end,0.000193209,0.000193673
VB --> enjoy,8.84426e-05,8.83229e-05
VB --> enlarge,4.6873e-10,4.68095e-10
VB --> entertain,5.69616e-05,5.68845e-05
VB --> erase,0.000214555,0.000214264
VB --> escape,4.6873e-10,4.68095e-10
VB --> even,0.000317319,0.000317851
VB --> examine,5.69616e-05,5.68845e-05
VB --> excavate,4.6873e-10,4.68095e-10
VB --> except,2.12405e-05,2.10859e-05
VB --> excit,0.000514205,0.000513509
VB --> exclaim,4.6873e-10,4.68095e-10
VB --> excuse,0.000293402,0.000293005
VB --> exhaust,2.5626e-05,2.55913e-05
VB --> exist,1.03245e-05,1.03105e-05
VB --> expect,7.51277e-05,7.51119e-05
VB --> explain,2.5626e-05,2.55913e-05
VB --> explode,4.6873e-10,4.68095e-10
VB --> explore,1.03245e-05,1.03105e-05
VB --> expose,2.5626e-05,2.55913e-05
VB --> extend,1.03245e-05,1.03105e-05
VB --> ey,1.03245e-05,1.03105e-05
VB --> face,9.36936e-05,9.36951e-05
VB --> fade,1.03245e-05,1.03105e-05
VB --> faint,1.03245e-05,1.03105e-05
VB --> fake,8.50095e-05,8.48294e-05
VB --> fall,0.00236512,0.0023687
VB --> farm,1.2124e-05,1.21259e-05
VB --> fashion,4.68739e-10,4.68105e-10
VB --> fasten,5.69616e-05,5.68845e-05
VB --> feature,1.03245e-05,1.03105e-05
VB --> feed,0.00230222,0.00230747
VB --> feel,0.000850596,0.000852856
VB --> fell,0.00131347,0.00130929
VB --> fetch,4.6873e-10,4.68095e-10
VB --> fight,0.00021785,0.000217258
VB --> figure,0.000316577,0.000316976
VB --> fill,0.000356488,0.000356006
VB --> find,0.005307,0.00533522
VB --> finish,0.00382055,0.00381668
VB --> fire,4.69721e-10,4.69108e-10
VB --> firm,1.05362e-05,1.05286e-05
VB --> fish,0.000491705,0.000490846
VB --> fit,0.000838015,0.000841003
VB --> fix,0.00296616,0.0029714
VB --> fizz,4.6873e-10,4.68096e-10
VB --> fl,1.03245e-05,1.03105e-05
VB --> flap,4.97167e-10,4.97455e-10
VB --> flash,6.9245e-05,6.91485e-05
VB --> flatter,4.6873e-10,4.68095e-10
VB --> flicker,4.68927e-10,4.68284e-10
VB --> flip,8.69567e-05,8.73117e-05
VB --> float,0.000104198,0.000104057
VB --> flop,2.5626e-05,2.55913e-05
VB --> floss,1.03245e-05,1.03105e-05
VB --> flow,1.03245e-05,1.03105e-05
VB --> flower,1.12393e-05,1.12323e-05
VB --> fluff,4.6873e-10,4.68095e-10
VB --> flush,1.03245e-05,1.03105e-05
VB --> fly,0.000969028,0.000966953
VB --> focus,4.6873e-10,4.68095e-10
VB --> fold,0.000614381,0.000616196
VB --> follow,0.000104198,0.000104057
VB --> fool,0.000259352,0.000259018
VB --> forbid,1.03245e-05,1.03105e-05
VB --> force,4.6873e-10,4.68095e-10
VB --> forget,0.00068356,0.000684819
VB --> forgive,4.6873e-10,4.68095e-10
VB --> format,1.03245e-05,1.03105e-05
VB --> foul,1.03245e-05,1.03105e-05
VB --> freeze,2.47256e-05,2.46308e-05
VB --> frighten,0.00013572,0.000135536
VB --> frost,0.00013572,0.000135536
VB --> frown,1.03245e-05,1.03105e-05
VB --> frustrat,4.1256e-05,4.12002e-05
VB --> frustrate,4.6873e-10,4.68095e-10
VB --> fry,4.71831e-10,4.71133e-10
VB --> fuck,1.03245e-05,1.03105e-05
VB --> fudge,1.03245e-05,1.03105e-05
VB --> fund,2.5626e-05,2.55913e-05
VB --> funnel,4.69119e-10,4.68484e-10
VB --> fuss,1.03912e-05,1.03745e-05
VB --> gab,4.6873e-10,4.68095e-10
VB --> gallop,4.12511e-05,4.1195e-05
VB --> garbl,1.03245e-05,1.03105e-05
VB --> garden,2.37044e-05,2.36375e-05
VB --> gather,1.03245e-05,1.03105e-05
VB --> gave,0.00197733,0.00197682
VB --> get,0.027843,0.0279403
VB --> gett,0.00013572,0.000135536
VB --> giddyup,4.1256e-05,4.12002e-05
VB --> giggle,4.6873e-10,4.68095e-10
VB --> give,0.0105192,0.0105345
VB --> glue,0.000122443,0.000122496
VB --> go,0.0972636,0.0971088
VB --> goin,1.03245e-05,1.03105e-05
VB --> gone,0.00015999,0.000160002
VB --> goof,7.03307e-05,7.02199e-05
VB --> gosh,4.70005e-10,4.69384e-10
VB --> got,0.0108104,0.0107989
VB --> grab,0.000375136,0.000375521
VB --> graduate,1.18765e-05,1.18828e-05
VB --> grill,4.69682e-10,4.69053e-10
VB --> grind,2.5626e-05,2.55913e-05
VB --> groan,2.5626e-05,2.55913e-05
VB --> grow,0.000835079,0.000835786
VB --> growl,4.1256e-05,4.12001e-05
VB --> grunt,4.6873e-10,4.68095e-10
VB --> guess,0.0001695,0.000169006
VB --> gush,1.03245e-05,1.03105e-05
VB --> guzzle,2.5626e-05,2.55913e-05
VB --> gyp,1.03245e-05,1.03105e-05
VB --> had,0.00299971,0.00299651
VB --> hair,0.000131021,0.000128601
VB --> hammer,0.000295976,0.000295523
VB --> hamper,4.69002e-10,4.68362e-10
VB --> hand,0.000262301,0.000264587
VB --> handle,3.35331e-05,3.32119e-05
VB --> hang,0.00183908,0.00183659
VB --> hanker,1.03245e-05,1.03105e-05
VB --> happen,0.00482009,0.00481357
VB --> has,0.00254162,0.00253526
VB --> hatch,1.10917e-05,1.10969e-05
VB --> hate,0.000134131,0.000133692
VB --> haunt,1.03245e-05,1.03105e-05
VB --> have,0.0272403,0.0272197
VB --> head,0.000913204,0.000948258
VB --> heal,1.03245e-05,1.03105e-05
VB --> hear,0.00279012,0.00279123
VB --> heat,1.61834e-05,1.61782e-05
VB --> heave,2.5626e-05,2.55913e-05
VB --> heel,4.71377e-10,4.70721e-10
VB --> help,0.00244796,0.00245699
VB --> hi,4.69837e-10,4.69201e-10
VB --> hiccough,1.03245e-05,1.03105e-05
VB --> hid,6.35341e-05,6.37663e-05
VB --> hide,0.000864877,0.000867103
VB --> hire,1.03245e-05,1.03105e-05
VB --> hit,0.00117112,0.00117075
VB --> hitt,2.5626e-05,2.55913e-05
VB --> hoard,4.6873e-10,4.68095e-10
VB --> hoe,4.30691e-05,4.21408e-05
VB --> hold,0.00469285,0.00470761
VB --> holp,1.03245e-05,1.03105e-05
VB --> hook,0.000244537,0.000242984
VB --> hop,0.000247848,0.000247134
VB --> hope,0.000280508,0.000281068
VB --> hopp,4.1256e-05,4.12002e-05
VB --> horn,4.69172e-10,4.68537e-10
VB --> housekeep,7.26955e-05,7.25971e-05
VB --> hug,0.000513786,0.000513434
VB --> hum,4.78167e-10,4.77538e-10
VB --> hunt,4.11959e-05,4.11437e-05
VB --> hurry,0.000340717,0.000340256
VB --> hurt,0.00219117,0.00219238
VB --> hush,4.71349e-10,4.70702e-10
VB --> ic,0.000198786,0.000198517
VB --> ice,1.26644e-05,1.27206e-05
VB --> ignore,2.5626e-05,2.55913e-05
VB --> imagine,1.455e-05,1.44368e-05
VB --> imitate,1.03245e-05,1.03105e-05
VB --> impress,4.6873e-10,4.68095e-10
VB --> improve,1.03245e-05,1.03105e-05
VB --> improvise,2.5626e-05,2.55913e-05
VB --> inclin,1.03245e-05,1.03105e-05
VB --> include,1.03245e-05,1.03105e-05
VB --> incriminate,1.03245e-05,1.03105e-05
VB --> inherit,1.03245e-05,1.03105e-05
VB --> inject,1.03245e-05,1.03105e-05
VB --> injure,1.03245e-05,1.03105e-05
VB --> intend,2.5626e-05,2.55913e-05
VB --> interest,0.000924282,0.000923031
VB --> interrupt,2.5626e-05,2.55913e-05
VB --> intrigue,1.03245e-05,1.03105e-05
VB --> introduce,1.03245e-05,1.03105e-05
VB --> invent,1.03245e-05,1.03105e-05
VB --> invest,1.03245e-05,1.03105e-05
VB --> investigate,4.1256e-05,4.12002e-05
VB --> invite,0.000183018,0.00018277
VB --> involve,1.03245e-05,1.03105e-05
VB --> iron,0.000100329,0.000100298
VB --> irv,4.6873e-10,4.68095e-10
VB --> is,0.0150042,0.0149923
VB --> itch,4.68803e-10,4.68169e-10
VB --> jiggle,1.03245e-05,1.03105e-05
VB --> jingle,4.69183e-10,4.68549e-10
VB --> jive,1.03245e-05,1.03105e-05
VB --> join,4.1256e-05,4.12002e-05
VB --> joke,4.68845e-10,4.6821e-10
VB --> joose,4.6873e-10,4.68095e-10
VB --> jug,4.68835e-10,4.682e-10
VB --> juggle,7.26955e-05,7.25971e-05
VB --> jump,0.00182045,0.00181402
VB --> keel,1.03245e-05,1.03105e-05
VB --> keep,0.00226043,0.00227056
VB --> kick,0.000253699,0.000255849
VB --> kid,0.000203781,0.000203285
VB --> kidd,4.6873e-10,4.68095e-10
VB --> kidnap,2.5626e-05,2.55913e-05
VB --> kill,0.000261864,0.000261509
VB --> kiss,0.000603171,0.000602172
VB --> knead,1.03245e-05,1.03105e-05
VB --> kneel,2.5626e-05,2.55913e-05
VB --> knit,2.5626e-05,2.55913e-05
VB --> knitt,4.6873e-10,4.68095e-10
VB --> knock,0.00150898,0.00155119
VB --> knot,4.71222e-10,4.706e-10
VB --> know,0.0103685,0.0103651
